location,date,age_group,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred
Malta,2021-07-09,80+,100.08,96.09
Malta,2021-07-16,18-24,97.11,73.13
Malta,2021-07-16,25-49,70.67,70.82
Malta,2021-07-16,50-59,80.48,87.45
Malta,2021-07-16,60-69,100.32,99.39
Malta,2021-07-16,70-79,106.68,100.32
Malta,2021-07-16,80+,100.24,96.2
Norway,2021-01-22,18-24,0.1,0.0
Norway,2021-01-22,25-49,0.44,0.0
Norway,2021-01-22,50-59,0.4,0.01
Norway,2021-01-22,60-69,0.31,0.02
Norway,2021-01-22,70-79,0.35,0.08
Norway,2021-01-22,80+,27.3,0.56
Norway,2021-01-29,18-24,0.17,0.01
Norway,2021-01-29,25-49,0.67,0.04
Norway,2021-01-29,50-59,0.66,0.08
Norway,2021-01-29,60-69,0.53,0.21
Norway,2021-01-29,70-79,0.64,0.79
Norway,2021-01-29,80+,35.28,5.93
Norway,2021-02-05,18-24,0.32,0.09
Norway,2021-02-05,25-49,1.05,0.44
Norway,2021-02-05,50-59,1.14,0.48
Norway,2021-02-05,60-69,0.9,0.54
Norway,2021-02-05,70-79,2.08,1.29
Norway,2021-02-05,80+,55.56,10.67
Norway,2021-02-12,18-24,0.44,0.18
Norway,2021-02-12,25-49,1.34,0.86
Norway,2021-02-12,50-59,1.49,0.86
Norway,2021-02-12,60-69,1.19,0.83
Norway,2021-02-12,70-79,4.78,1.61
Norway,2021-02-12,80+,70.55,15.2
Norway,2021-02-19,18-24,0.72,0.46
Norway,2021-02-19,25-49,1.51,0.88
Norway,2021-02-19,50-59,3.42,1.47
Norway,2021-02-19,60-69,2.2,1.15
Norway,2021-02-19,70-79,7.03,1.91
Norway,2021-02-19,80+,80.17,23.29
Norway,2021-02-26,18-24,1.4,0.58
Norway,2021-02-26,25-49,2.48,1.2
Norway,2021-02-26,50-59,4.63,1.88
Norway,2021-02-26,60-69,2.83,1.47
Norway,2021-02-26,70-79,7.32,3.27
Norway,2021-02-26,80+,81.11,42.53
Norway,2021-03-05,18-24,2.41,0.67
Norway,2021-03-05,25-49,3.79,1.44
Norway,2021-03-05,50-59,6.23,2.2
Norway,2021-03-05,60-69,3.87,1.72
Norway,2021-03-05,70-79,8.54,4.98
Norway,2021-03-05,80+,84.14,55.59
Norway,2021-03-12,18-24,3.12,0.77
Norway,2021-03-12,25-49,4.56,1.64
Norway,2021-03-12,50-59,7.47,2.45
Norway,2021-03-12,60-69,5.22,1.95
Norway,2021-03-12,70-79,10.17,7.93
Norway,2021-03-12,80+,88.67,66.91
Norway,2021-03-19,18-24,3.17,0.79
Norway,2021-03-19,25-49,4.65,1.68
Norway,2021-03-19,50-59,7.61,2.5
Norway,2021-03-19,60-69,5.6,2.02
Norway,2021-03-19,70-79,17.88,8.19
Norway,2021-03-19,80+,96.41,67.84
Norway,2021-03-26,18-24,3.52,0.8
Norway,2021-03-26,25-49,5.38,1.71
Norway,2021-03-26,50-59,8.49,2.54
Norway,2021-03-26,60-69,6.89,2.15
Norway,2021-03-26,70-79,34.32,8.78
Norway,2021-03-26,80+,99.76,69.45
Norway,2021-04-02,18-24,3.78,0.81
Norway,2021-04-02,25-49,5.91,1.73
Norway,2021-04-02,50-59,9.42,2.57
Norway,2021-04-02,60-69,8.87,2.26
Norway,2021-04-02,70-79,47.05,9.79
Norway,2021-04-02,80+,100.73,72.7
Norway,2021-04-09,18-24,4.29,0.82
Norway,2021-04-09,25-49,6.82,1.76
Norway,2021-04-09,50-59,11.7,2.62
Norway,2021-04-09,60-69,14.38,2.37
Norway,2021-04-09,70-79,68.68,10.88
Norway,2021-04-09,80+,101.54,74.74
Norway,2021-04-16,18-24,4.81,0.84
Norway,2021-04-16,25-49,7.62,1.79
Norway,2021-04-16,50-59,14.32,2.69
Norway,2021-04-16,60-69,28.01,2.47
Norway,2021-04-16,70-79,85.76,11.23
Norway,2021-04-16,80+,102.16,75.07
Norway,2021-04-23,18-24,5.29,0.88
Norway,2021-04-23,25-49,8.44,1.89
Norway,2021-04-23,50-59,17.01,2.91
Norway,2021-04-23,60-69,43.61,2.74
Norway,2021-04-23,70-79,91.48,11.51
Norway,2021-04-23,80+,102.52,75.48
Norway,2021-04-30,18-24,5.97,0.97
Norway,2021-04-30,25-49,9.9,2.11
Norway,2021-04-30,50-59,22.82,3.31
Norway,2021-04-30,60-69,56.65,3.31
Norway,2021-04-30,70-79,93.58,18.67
Norway,2021-04-30,80+,102.86,82.77
Norway,2021-05-07,18-24,6.73,1.25
Norway,2021-05-07,25-49,11.6,2.69
Norway,2021-05-07,50-59,26.78,4.1
Norway,2021-05-07,60-69,62.84,4.58
Norway,2021-05-07,70-79,94.55,34.4
Norway,2021-05-07,80+,103.16,86.18
Norway,2021-05-14,18-24,7.51,1.52
Norway,2021-05-14,25-49,13.08,3.23
Norway,2021-05-14,50-59,30.27,4.98
Norway,2021-05-14,60-69,67.85,6.54
Norway,2021-05-14,70-79,95.16,46.99
Norway,2021-05-14,80+,103.38,87.23
Norway,2021-05-21,18-24,7.77,1.94
Norway,2021-05-21,25-49,13.55,4.03
Norway,2021-05-21,50-59,31.63,6.93
Norway,2021-05-21,60-69,69.0,11.67
Norway,2021-05-21,70-79,95.53,67.71
Norway,2021-05-21,80+,103.48,88.01
Norway,2021-05-28,18-24,8.07,2.42
Norway,2021-05-28,25-49,14.08,4.79
Norway,2021-05-28,50-59,32.88,9.36
Norway,2021-05-28,60-69,70.3,24.2
Norway,2021-05-28,70-79,95.86,85.07
Norway,2021-05-28,80+,103.59,88.63
Norway,2021-06-04,18-24,9.75,3.44
Norway,2021-06-04,25-49,16.81,6.18
Norway,2021-06-04,50-59,41.13,12.89
Norway,2021-06-04,60-69,78.85,40.42
Norway,2021-06-04,70-79,96.28,91.47
Norway,2021-06-04,80+,103.76,89.07
Norway,2021-06-11,18-24,12.3,4.21
Norway,2021-06-11,25-49,19.48,7.7
Norway,2021-06-11,50-59,49.88,18.58
Norway,2021-06-11,60-69,83.23,53.68
Norway,2021-06-11,70-79,96.5,93.81
Norway,2021-06-11,80+,103.88,89.38
Norway,2021-06-18,18-24,18.87,4.91
Norway,2021-06-18,25-49,22.58,9.28
Norway,2021-06-18,50-59,63.46,22.41
Norway,2021-06-18,60-69,87.98,59.64
Norway,2021-06-18,70-79,96.7,94.76
Norway,2021-06-18,80+,104.0,89.65
Norway,2021-06-25,18-24,27.66,5.65
Norway,2021-06-25,25-49,29.32,10.7
Norway,2021-06-25,50-59,77.08,25.67
Norway,2021-06-25,60-69,90.81,64.06
Norway,2021-06-25,70-79,96.87,95.31
Norway,2021-06-25,80+,104.11,89.85
Norway,2021-07-02,18-24,40.78,5.93
Norway,2021-07-02,25-49,41.09,11.11
Norway,2021-07-02,50-59,85.41,26.62
Norway,2021-07-02,60-69,92.1,65.03
Norway,2021-07-02,70-79,97.01,95.54
Norway,2021-07-02,80+,104.19,89.95
Norway,2021-07-09,18-24,50.65,6.24
Norway,2021-07-09,25-49,50.6,11.57
Norway,2021-07-09,50-59,88.0,27.61
Norway,2021-07-09,60-69,92.62,66.15
Norway,2021-07-09,70-79,97.13,95.73
Norway,2021-07-09,80+,104.27,90.05
Norway,2021-07-16,18-24,56.96,7.3
Norway,2021-07-16,25-49,56.2,13.28
Norway,2021-07-16,50-59,89.04,30.7
Norway,2021-07-16,60-69,92.89,69.36
Norway,2021-07-16,70-79,97.22,96.04
Norway,2021-07-16,80+,104.33,90.19
Poland,2021-01-01,18-24,0.0,0.0
Poland,2021-01-01,25-49,0.01,0.0
Poland,2021-01-01,50-59,0.01,0.0
Poland,2021-01-01,60-69,0.01,0.0
Poland,2021-01-01,70-79,0.0,0.0
Poland,2021-01-01,80+,0.0,0.0
Poland,2021-01-08,18-24,0.32,0.0
Poland,2021-01-08,25-49,0.7,0.0
Poland,2021-01-08,50-59,1.37,0.0
Poland,2021-01-08,60-69,0.66,0.0
Poland,2021-01-08,70-79,0.25,0.0
Poland,2021-01-08,80+,0.13,0.0
Poland,2021-01-15,18-24,1.13,0.0
Poland,2021-01-15,25-49,1.61,0.0
Poland,2021-01-15,50-59,2.91,0.0
Poland,2021-01-15,60-69,1.44,0.0
Poland,2021-01-15,70-79,0.55,0.0
Poland,2021-01-15,80+,0.29,0.0
Poland,2021-01-22,18-24,1.5,0.04
Poland,2021-01-22,25-49,2.07,0.16
Poland,2021-01-22,50-59,3.66,0.32
Poland,2021-01-22,60-69,2.01,0.16
Poland,2021-01-22,70-79,1.21,0.06
Poland,2021-01-22,80+,2.47,0.03
Poland,2021-01-29,18-24,1.84,0.29
Poland,2021-01-29,25-49,2.44,0.66
Poland,2021-01-29,50-59,4.19,1.31
Poland,2021-01-29,60-69,2.34,0.64
Poland,2021-01-29,70-79,2.45,0.24
Poland,2021-01-29,80+,13.21,0.12
Poland,2021-02-05,18-24,1.97,1.03
Poland,2021-02-05,25-49,2.56,1.5
Poland,2021-02-05,50-59,4.34,2.75
Poland,2021-02-05,60-69,2.53,1.38
Poland,2021-02-05,70-79,4.7,0.53
Poland,2021-02-05,80+,21.64,0.28
Poland,2021-02-12,18-24,2.09,1.38
Poland,2021-02-12,25-49,2.76,2.0
Poland,2021-02-12,50-59,4.64,3.56
Poland,2021-02-12,60-69,2.8,1.97
Poland,2021-02-12,70-79,8.47,1.17
Poland,2021-02-12,80+,28.29,2.37
Poland,2021-02-19,18-24,2.22,1.69
Poland,2021-02-19,25-49,3.29,2.33
Poland,2021-02-19,50-59,5.57,4.04
Poland,2021-02-19,60-69,3.09,2.27
Poland,2021-02-19,70-79,12.07,2.19
Poland,2021-02-19,80+,32.6,12.18
Poland,2021-02-26,18-24,2.32,1.89
Poland,2021-02-26,25-49,4.0,2.5
Poland,2021-02-26,50-59,6.81,4.26
Poland,2021-02-26,60-69,3.6,2.48
Poland,2021-02-26,70-79,16.28,4.34
Poland,2021-02-26,80+,36.17,20.76
Poland,2021-03-05,18-24,2.44,2.02
Poland,2021-03-05,25-49,4.81,2.62
Poland,2021-03-05,50-59,8.1,4.42
Poland,2021-03-05,60-69,4.29,2.73
Poland,2021-03-05,70-79,20.96,7.7
Poland,2021-03-05,80+,39.22,27.29
Poland,2021-03-12,18-24,2.87,2.08
Poland,2021-03-12,25-49,5.3,2.69
Poland,2021-03-12,50-59,8.74,4.51
Poland,2021-03-12,60-69,5.09,2.91
Poland,2021-03-12,70-79,26.79,10.6
Poland,2021-03-12,80+,42.43,31.25
Poland,2021-03-19,18-24,3.18,2.12
Poland,2021-03-19,25-49,5.56,2.75
Poland,2021-03-19,50-59,9.08,4.59
Poland,2021-03-19,60-69,6.07,3.12
Poland,2021-03-19,70-79,32.6,14.12
Poland,2021-03-19,80+,45.07,34.55
Poland,2021-03-26,18-24,3.35,2.15
Poland,2021-03-26,25-49,5.9,2.8
Poland,2021-03-26,50-59,9.63,4.66
Poland,2021-03-26,60-69,12.69,3.41
Poland,2021-03-26,70-79,39.55,18.69
Poland,2021-03-26,80+,47.78,37.82
Poland,2021-04-02,18-24,3.58,2.17
Poland,2021-04-02,25-49,6.49,2.82
Poland,2021-04-02,50-59,10.54,4.69
Poland,2021-04-02,60-69,19.84,3.54
Poland,2021-04-02,70-79,45.71,20.59
Poland,2021-04-02,80+,49.91,38.74
Poland,2021-04-09,18-24,3.94,2.18
Poland,2021-04-09,25-49,7.29,2.84
Poland,2021-04-09,50-59,13.15,4.72
Poland,2021-04-09,60-69,28.79,3.61
Poland,2021-04-09,70-79,54.74,21.26
Poland,2021-04-09,80+,52.4,39.04
Poland,2021-04-16,18-24,4.28,2.2
Poland,2021-04-16,25-49,8.11,2.89
Poland,2021-04-16,50-59,17.52,4.92
Poland,2021-04-16,60-69,37.73,4.24
Poland,2021-04-16,70-79,61.62,25.57
Poland,2021-04-16,80+,54.24,41.49
Poland,2021-04-23,18-24,4.72,2.27
Poland,2021-04-23,25-49,9.36,3.11
Poland,2021-04-23,50-59,25.93,5.61
Poland,2021-04-23,60-69,45.25,5.24
Poland,2021-04-23,70-79,67.06,31.75
Poland,2021-04-23,80+,55.84,44.3
Poland,2021-04-30,18-24,5.3,2.4
Poland,2021-04-30,25-49,12.97,3.76
Poland,2021-04-30,50-59,32.59,6.72
Poland,2021-04-30,60-69,51.2,6.52
Poland,2021-04-30,70-79,71.0,38.51
Poland,2021-04-30,80+,57.08,47.06
Poland,2021-05-07,18-24,6.93,2.61
Poland,2021-05-07,25-49,18.49,4.7
Poland,2021-05-07,50-59,37.53,8.35
Poland,2021-05-07,60-69,54.61,9.47
Poland,2021-05-07,70-79,72.86,44.96
Poland,2021-05-07,80+,57.82,49.22
Poland,2021-05-14,18-24,12.28,3.15
Poland,2021-05-14,25-49,24.14,6.23
Poland,2021-05-14,50-59,41.41,11.6
Poland,2021-05-14,60-69,57.13,14.42
Poland,2021-05-14,70-79,74.19,54.09
Poland,2021-05-14,80+,58.42,51.81
Poland,2021-05-21,18-24,17.48,4.01
Poland,2021-05-21,25-49,28.79,7.75
Poland,2021-05-21,50-59,45.22,15.61
Poland,2021-05-21,60-69,59.53,21.04
Poland,2021-05-21,70-79,75.41,61.28
Poland,2021-05-21,80+,58.97,53.75
Poland,2021-05-28,18-24,21.3,5.6
Poland,2021-05-28,25-49,32.21,10.09
Poland,2021-05-28,50-59,48.06,23.03
Poland,2021-05-28,60-69,61.3,28.29
Poland,2021-05-28,70-79,76.42,66.6
Poland,2021-05-28,80+,59.45,55.32
Poland,2021-06-04,18-24,26.57,7.12
Poland,2021-06-04,25-49,35.93,13.84
Poland,2021-06-04,50-59,50.68,29.89
Poland,2021-06-04,60-69,63.09,34.84
Poland,2021-06-04,70-79,77.49,70.73
Poland,2021-06-04,80+,59.99,56.61
Poland,2021-06-11,18-24,30.67,9.4
Poland,2021-06-11,25-49,39.13,19.25
Poland,2021-06-11,50-59,53.04,35.26
Poland,2021-06-11,60-69,64.68,42.79
Poland,2021-06-11,70-79,78.49,72.9
Poland,2021-06-11,80+,60.54,57.47
Poland,2021-06-18,18-24,33.46,13.89
Poland,2021-06-18,25-49,41.32,24.53
Poland,2021-06-18,50-59,54.68,39.27
Poland,2021-06-18,60-69,65.85,49.43
Poland,2021-06-18,70-79,79.25,74.36
Poland,2021-06-18,80+,60.99,58.14
Poland,2021-06-25,18-24,35.49,19.24
Poland,2021-06-25,25-49,42.95,29.51
Poland,2021-06-25,50-59,55.91,43.7
Poland,2021-06-25,60-69,66.75,55.54
Poland,2021-06-25,70-79,79.85,75.74
Poland,2021-06-25,80+,61.35,58.76
Poland,2021-07-02,18-24,37.19,23.7
Poland,2021-07-02,25-49,44.32,33.47
Poland,2021-07-02,50-59,57.02,47.53
Poland,2021-07-02,60-69,67.58,59.79
Poland,2021-07-02,70-79,80.42,76.95
Poland,2021-07-02,80+,61.68,59.34
Poland,2021-07-09,18-24,38.47,29.28
Poland,2021-07-09,25-49,45.37,37.83
Poland,2021-07-09,50-59,57.83,51.33
Poland,2021-07-09,60-69,68.14,62.97
Poland,2021-07-09,70-79,80.8,78.32
Poland,2021-07-09,80+,61.92,60.06
Poland,2021-07-16,18-24,39.73,33.83
Poland,2021-07-16,25-49,46.44,41.48
Poland,2021-07-16,50-59,58.69,54.3
Poland,2021-07-16,60-69,68.74,65.18
Poland,2021-07-16,70-79,81.22,79.6
Poland,2021-07-16,80+,62.21,60.76
Poland,2021-07-20,18-24,40.17,35.06
Poland,2021-07-20,25-49,46.81,42.53
Poland,2021-07-20,50-59,58.98,55.18
Poland,2021-07-20,60-69,68.95,65.9
Poland,2021-07-20,70-79,81.37,79.97
Poland,2021-07-20,80+,62.32,60.96
Portugal,2021-01-08,18-24,0.4,0.0
Portugal,2021-01-08,25-49,1.52,0.0
Portugal,2021-01-08,50-59,1.11,0.0
Portugal,2021-01-08,60-69,0.6,0.0
Portugal,2021-01-08,70-79,0.12,0.0
Portugal,2021-01-08,80+,0.6,0.0
Portugal,2021-01-15,18-24,0.58,0.01
Portugal,2021-01-15,25-49,2.01,0.02
Portugal,2021-01-15,50-59,1.67,0.01
Portugal,2021-01-15,60-69,1.0,0.01
Portugal,2021-01-15,70-79,0.49,0.0
Portugal,2021-01-15,80+,2.74,0.0
Portugal,2021-01-22,18-24,1.07,0.16
Portugal,2021-01-22,25-49,3.12,0.67
Portugal,2021-01-22,50-59,3.02,0.45
Portugal,2021-01-22,60-69,1.89,0.23
Portugal,2021-01-22,70-79,1.49,0.01
Portugal,2021-01-22,80+,8.51,0.04
Portugal,2021-01-29,18-24,1.25,0.37
Portugal,2021-01-29,25-49,3.58,1.44
Portugal,2021-01-29,50-59,3.53,1.06
Portugal,2021-01-29,60-69,2.3,0.58
Portugal,2021-01-29,70-79,1.92,0.11
Portugal,2021-01-29,80+,9.6,0.54
Portugal,2021-02-05,18-24,1.38,0.49
Portugal,2021-02-05,25-49,3.87,1.81
Portugal,2021-02-05,50-59,3.8,1.5
Portugal,2021-02-05,60-69,2.49,0.9
Portugal,2021-02-05,70-79,2.09,0.38
Portugal,2021-02-05,80+,10.27,2.11
Portugal,2021-02-12,18-24,1.56,0.88
Portugal,2021-02-12,25-49,4.28,2.73
Portugal,2021-02-12,50-59,4.14,2.59
Portugal,2021-02-12,60-69,2.69,1.64
Portugal,2021-02-12,70-79,2.38,1.19
Portugal,2021-02-12,80+,12.46,6.78
Portugal,2021-02-19,18-24,1.86,1.11
Portugal,2021-02-19,25-49,4.94,3.29
Portugal,2021-02-19,50-59,5.02,3.21
Portugal,2021-02-19,60-69,3.78,2.11
Portugal,2021-02-19,70-79,2.67,1.67
Portugal,2021-02-19,80+,19.65,8.14
Portugal,2021-02-26,18-24,2.02,1.2
Portugal,2021-02-26,25-49,5.28,3.51
Portugal,2021-02-26,50-59,6.89,3.46
Portugal,2021-02-26,60-69,5.94,2.28
Portugal,2021-02-26,70-79,3.23,1.83
Portugal,2021-02-26,80+,34.82,8.91
Portugal,2021-03-05,18-24,2.14,1.33
Portugal,2021-03-05,25-49,5.5,3.8
Portugal,2021-03-05,50-59,8.08,3.75
Portugal,2021-03-05,60-69,7.3,2.48
Portugal,2021-03-05,70-79,4.03,2.11
Portugal,2021-03-05,80+,47.72,10.79
Portugal,2021-03-12,18-24,2.31,1.41
Portugal,2021-03-12,25-49,5.97,3.98
Portugal,2021-03-12,50-59,8.99,3.96
Portugal,2021-03-12,60-69,8.24,2.63
Portugal,2021-03-12,70-79,5.2,2.37
Portugal,2021-03-12,80+,53.65,16.3
Portugal,2021-03-19,18-24,2.34,1.46
Portugal,2021-03-19,25-49,6.1,4.07
Portugal,2021-03-19,50-59,9.18,4.07
Portugal,2021-03-19,60-69,8.54,2.82
Portugal,2021-03-19,70-79,6.8,2.87
Portugal,2021-03-19,80+,61.69,30.71
Portugal,2021-03-26,18-24,2.74,1.47
Portugal,2021-03-26,25-49,7.34,4.11
Portugal,2021-03-26,50-59,10.8,4.11
Portugal,2021-03-26,60-69,10.01,2.93
Portugal,2021-03-26,70-79,11.24,2.98
Portugal,2021-03-26,80+,80.11,33.2
Portugal,2021-04-02,18-24,2.81,1.48
Portugal,2021-04-02,25-49,7.47,4.14
Portugal,2021-04-02,50-59,11.12,4.14
Portugal,2021-04-02,60-69,11.63,3.06
Portugal,2021-04-02,70-79,18.36,3.57
Portugal,2021-04-02,80+,85.55,44.35
Portugal,2021-04-09,18-24,2.9,1.5
Portugal,2021-04-09,25-49,7.73,4.17
Portugal,2021-04-09,50-59,11.73,4.18
Portugal,2021-04-09,60-69,14.92,3.18
Portugal,2021-04-09,70-79,35.12,3.97
Portugal,2021-04-09,80+,90.04,51.12
Portugal,2021-04-16,18-24,3.45,1.51
Portugal,2021-04-16,25-49,10.37,4.18
Portugal,2021-04-16,50-59,15.91,4.2
Portugal,2021-04-16,60-69,20.59,3.24
Portugal,2021-04-16,70-79,54.02,4.25
Portugal,2021-04-16,80+,91.6,58.44
Portugal,2021-04-23,18-24,3.62,1.52
Portugal,2021-04-23,25-49,10.69,4.2
Portugal,2021-04-23,50-59,16.35,4.27
Portugal,2021-04-23,60-69,24.91,3.42
Portugal,2021-04-23,70-79,66.99,5.42
Portugal,2021-04-23,80+,92.85,76.66
Portugal,2021-04-30,18-24,3.95,1.53
Portugal,2021-04-30,25-49,11.0,4.22
Portugal,2021-04-30,50-59,17.0,4.38
Portugal,2021-04-30,60-69,37.39,4.22
Portugal,2021-04-30,70-79,82.79,9.18
Portugal,2021-04-30,80+,93.76,82.54
Portugal,2021-05-07,18-24,4.18,1.63
Portugal,2021-05-07,25-49,11.29,4.45
Portugal,2021-05-07,50-59,18.0,4.79
Portugal,2021-05-07,60-69,58.82,7.05
Portugal,2021-05-07,70-79,90.13,22.97
Portugal,2021-05-07,80+,94.53,87.23
Portugal,2021-05-14,18-24,4.46,2.32
Portugal,2021-05-14,25-49,12.02,7.42
Portugal,2021-05-14,50-59,21.0,9.61
Portugal,2021-05-14,60-69,73.92,11.62
Portugal,2021-05-14,70-79,93.65,28.9
Portugal,2021-05-14,80+,95.12,88.71
Portugal,2021-05-21,18-24,4.72,2.62
Portugal,2021-05-21,25-49,12.97,8.05
Portugal,2021-05-21,50-59,30.75,12.54
Portugal,2021-05-21,60-69,83.41,16.74
Portugal,2021-05-21,70-79,95.75,36.7
Portugal,2021-05-21,80+,95.89,89.94
Portugal,2021-05-28,18-24,5.0,3.03
Portugal,2021-05-28,25-49,13.74,8.59
Portugal,2021-05-28,50-59,42.84,16.74
Portugal,2021-05-28,60-69,87.51,27.21
Portugal,2021-05-28,70-79,97.2,47.05
Portugal,2021-05-28,80+,96.61,90.88
Portugal,2021-06-04,18-24,5.28,3.36
Portugal,2021-06-04,25-49,14.99,9.27
Portugal,2021-06-04,50-59,55.12,21.23
Portugal,2021-06-04,60-69,90.81,41.82
Portugal,2021-06-04,70-79,98.45,51.98
Portugal,2021-06-04,80+,97.15,91.77
Portugal,2021-06-11,18-24,5.63,3.72
Portugal,2021-06-11,25-49,18.83,10.2
Portugal,2021-06-11,50-59,69.54,25.53
Portugal,2021-06-11,60-69,92.88,50.6
Portugal,2021-06-11,70-79,99.44,55.25
Portugal,2021-06-11,80+,97.61,92.48
Portugal,2021-06-18,18-24,6.01,4.28
Portugal,2021-06-18,25-49,26.45,12.71
Portugal,2021-06-18,50-59,75.7,36.6
Portugal,2021-06-18,60-69,94.16,57.24
Portugal,2021-06-18,70-79,100.11,59.49
Portugal,2021-06-18,80+,98.04,93.18
Portugal,2021-06-25,18-24,6.36,4.63
Portugal,2021-06-25,25-49,35.23,14.33
Portugal,2021-06-25,50-59,81.86,46.81
Portugal,2021-06-25,60-69,95.38,61.73
Portugal,2021-06-25,70-79,100.78,66.61
Portugal,2021-06-25,80+,98.61,93.88
Portugal,2021-07-02,18-24,6.58,4.95
Portugal,2021-07-02,25-49,44.96,16.06
Portugal,2021-07-02,50-59,85.75,56.56
Portugal,2021-07-02,60-69,96.35,68.36
Portugal,2021-07-02,70-79,101.37,79.69
Portugal,2021-07-02,80+,99.15,94.68
Portugal,2021-07-09,18-24,8.23,5.57
Portugal,2021-07-09,25-49,56.67,20.38
Portugal,2021-07-09,50-59,88.54,68.92
Portugal,2021-07-09,60-69,97.18,80.21
Portugal,2021-07-09,70-79,101.88,92.14
Portugal,2021-07-09,80+,99.59,95.45
Portugal,2021-07-16,18-24,10.78,6.54
Portugal,2021-07-16,25-49,65.62,29.65
Portugal,2021-07-16,50-59,89.96,74.87
Portugal,2021-07-16,60-69,97.84,85.83
Portugal,2021-07-16,70-79,102.32,95.15
Portugal,2021-07-16,80+,99.97,95.97
Romania,2021-05-28,18-24,21.66,15.11
Romania,2021-05-28,25-49,24.52,20.24
Romania,2021-05-28,50-59,31.55,26.68
Romania,2021-05-28,60-69,34.43,30.46
Romania,2021-05-28,70-79,33.25,29.99
Romania,2021-05-28,80+,17.79,15.9
Romania,2021-06-04,18-24,22.43,17.15
Romania,2021-06-04,25-49,25.38,22.44
Romania,2021-06-04,50-59,32.48,29.18
Romania,2021-06-04,60-69,35.18,32.41
Romania,2021-06-04,70-79,33.86,31.47
Romania,2021-06-04,80+,18.12,16.67
Romania,2021-06-11,18-24,23.22,18.91
Romania,2021-06-11,25-49,26.11,23.92
Romania,2021-06-11,50-59,33.27,30.9
Romania,2021-06-11,60-69,35.82,33.8
Romania,2021-06-11,70-79,34.42,32.62
Romania,2021-06-11,80+,18.43,17.29
Romania,2021-06-18,18-24,23.76,20.13
Romania,2021-06-18,25-49,26.61,24.94
Romania,2021-06-18,50-59,33.79,32.05
Romania,2021-06-18,60-69,36.25,34.77
Romania,2021-06-18,70-79,34.79,33.43
Romania,2021-06-18,80+,18.66,17.74
Romania,2021-06-25,18-24,24.21,21.11
Romania,2021-06-25,25-49,27.03,25.72
Romania,2021-06-25,50-59,34.23,32.91
Romania,2021-06-25,60-69,36.61,35.49
Romania,2021-06-25,70-79,35.11,34.01
Romania,2021-06-25,80+,18.84,18.07
Romania,2021-07-02,18-24,24.67,21.84
Romania,2021-07-02,25-49,27.44,26.33
Romania,2021-07-02,50-59,34.64,33.53
Romania,2021-07-02,60-69,36.94,35.99
Romania,2021-07-02,70-79,35.38,34.44
Romania,2021-07-02,80+,19.02,18.31
Romania,2021-07-09,18-24,25.13,22.41
Romania,2021-07-09,25-49,27.86,26.82
Romania,2021-07-09,50-59,35.05,34.01
Romania,2021-07-09,60-69,37.25,36.37
Romania,2021-07-09,70-79,35.63,34.75
Romania,2021-07-09,80+,19.17,18.5
Romania,2021-07-16,18-24,25.58,22.89
Romania,2021-07-16,25-49,28.26,27.27
Romania,2021-07-16,50-59,35.42,34.44
Romania,2021-07-16,60-69,37.52,36.69
Romania,2021-07-16,70-79,35.85,35.02
Romania,2021-07-16,80+,19.3,18.66
Slovakia,2021-01-08,18-24,0.35,0.0
Slovakia,2021-01-08,25-49,0.75,0.0
Slovakia,2021-01-08,50-59,1.03,0.0
Slovakia,2021-01-08,60-69,0.63,0.0
Slovakia,2021-01-08,70-79,0.25,0.0
Slovakia,2021-01-08,80+,0.09,0.0
Slovakia,2021-01-15,18-24,0.83,0.0
Slovakia,2021-01-15,25-49,1.58,0.0
Slovakia,2021-01-15,50-59,2.16,0.0
Slovakia,2021-01-15,60-69,1.33,0.0
Slovakia,2021-01-15,70-79,0.51,0.0
Slovakia,2021-01-15,80+,0.19,0.0
Slovakia,2021-01-22,18-24,1.48,0.02
Slovakia,2021-01-22,25-49,2.41,0.07
Slovakia,2021-01-22,50-59,3.29,0.09
Slovakia,2021-01-22,60-69,2.01,0.06
Slovakia,2021-01-22,70-79,0.89,0.02
Slovakia,2021-01-22,80+,0.75,0.0
Slovakia,2021-01-29,18-24,1.96,0.08
Slovakia,2021-01-29,25-49,2.83,0.24
Slovakia,2021-01-29,50-59,3.85,0.33
Slovakia,2021-01-29,60-69,2.53,0.2
Slovakia,2021-01-29,70-79,2.85,0.08
Slovakia,2021-01-29,80+,8.34,0.03
Slovakia,2021-02-05,18-24,2.19,0.36
Slovakia,2021-02-05,25-49,3.03,0.8
Slovakia,2021-02-05,50-59,4.13,1.09
Slovakia,2021-02-05,60-69,2.95,0.67
Slovakia,2021-02-05,70-79,8.26,0.27
Slovakia,2021-02-05,80+,16.06,0.1
Slovakia,2021-02-12,18-24,2.63,0.83
Slovakia,2021-02-12,25-49,3.76,1.57
Slovakia,2021-02-12,50-59,4.91,2.15
Slovakia,2021-02-12,60-69,3.48,1.33
Slovakia,2021-02-12,70-79,11.97,0.52
Slovakia,2021-02-12,80+,21.46,0.22
Slovakia,2021-02-19,18-24,2.91,1.44
Slovakia,2021-02-19,25-49,4.51,2.34
Slovakia,2021-02-19,50-59,5.99,3.19
Slovakia,2021-02-19,60-69,4.28,1.96
Slovakia,2021-02-19,70-79,13.48,0.9
